,sofifa_id,short_name,short_name,long_name,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,nationality_id,nationality_name
11547,214356,J. Malagón,J. Malagón,Jerson Andrés Malagón Piracún,160000.0,2000.0,21,189,77,112523.0,La Equidad,56,Colombia
11548,214371,J. Arboleda,J. Arboleda,Juan Guillermo Arboleda Sánchez,210000.0,2000.0,24,178,69,112579.0,Alianza Petrolera,56,Colombia
11549,214383,H. Obando,H. Obando,Henry Yoseiner Obando Estacio,160000.0,2000.0,21,186,81,111722.0,Club Deportes Tolima,56,Colombia
11550,214417,J. Blanco,J. Blanco,Jean Carlos Blanco Becerra,210000.0,2000.0,22,187,80,112528.0,Atlético Huila,56,Colombia
11554,214465,O. Vidal,O. Vidal,Onel Cristóbal Vidal Campaz,250000.0,2000.0,24,160,60,112834.0,Fortaleza CEIF,56,Colombia
11561,214937,L. Villalba,L. Villalba,Lucas Hernán Villalba,140000.0,3000.0,19,177,68,110093.0,Club Atlético Independiente,52,Argentina
11562,214949,H. Manzala,H. Manzala,Harrisson Manzala Tusumgama,190000.0,2000.0,20,177,71,1738.0,Le Havre AC,18,France
11565,215123,A. Aguerre,A. Aguerre,Alan Joaquín Aguerre,190000.0,4000.0,23,181,76,101088.0,Vélez Sarsfield,52,Argentina
11566,215155,F. Zuqui,F. Zuqui,Fernando Zuqui,190000.0,2000.0,22,170,65,111706.0,Godoy Cruz,52,Argentina
11567,215193,L. Menossi,L. Menossi,Lucas Ariel Menossi,150000.0,2000.0,21,165,65,111715.0,Club Atlético Tigre,52,Argentina
11568,215232,P. Gaitán,P. Gaitán,Pablo Leonel Gaitán,190000.0,2000.0,22,177,67,110392.0,Atlético de Rafaela,52,Argentina
11569,215242,G. Rodríguez Rojas,G. Rodríguez Rojas,Germán Ezequiel Rodríguez Rojas,230000.0,2000.0,24,180,74,110392.0,Atlético de Rafaela,52,Argentina
11570,215246,K. Beauverger,K. Beauverger,Kévin Beauverger,160000.0,2000.0,20,171,70,217.0,FC Lorient,18,France
11571,215314,Carlos,Carlos,Carlos Gutiérrez González,160000.0,2000.0,22,194,80,100888.0,CD Leganés,45,Spain
11572,215329,J. Sequeira,J. Sequeira,Javier Sequeira,160000.0,2000.0,18,171,73,101083.0,Estudiantes de La Plata,52,Argentina
11573,215360,Carles Mas,Carles Mas,Carles Mas Bacardit,160000.0,2000.0,21,181,78,110062.0,Girona FC,45,Spain
11574,215389,B. Mahon de Monaghan,B. Mahon de Monaghan,Boris Mahon de Monaghan,190000.0,2000.0,28,175,71,1812.0,US Créteil-Lusitanos,18,France
11575,215422,F. Holthaus,F. Holthaus,Fabian Holthaus,140000.0,2000.0,19,178,75,160.0,VfL Bochum 1848,21,Germany
11577,215527,F. Heerkens,F. Heerkens,Freek Heerkens,210000.0,3000.0,24,185,76,1907.0,Willem II,34,Netherlands
11578,215565,M. Miazga,M. Miazga,Matthew Miazga,140000.0,2000.0,18,191,84,689.0,New York Red Bulls,95,United States
11579,215663,Daniel Martins,Daniel Martins,Daniel Santos Martins,160000.0,2000.0,20,189,87,1889.0,Belenenses SAD,38,Portugal
11581,215695,L. Nielsen,L. Nielsen,Lasse Nielsen,210000.0,4000.0,27,188,75,272.0,Odense Boldklub,13,Denmark
11582,215725,Quinti,Quinti,Xavier Quintillá Guasch,140000.0,2000.0,17,179,70,110704.0,FC Barcelona B,45,Spain
11583,215738,J. Beaulieu,J. Beaulieu,Jonathan Beaulieu,190000.0,2000.0,21,180,65,210.0,Stade Malherbe Caen,18,France
11584,215744,B. Diarrassouba,B. Diarrassouba,Bamba Diarrassouba,210000.0,2000.0,25,187,84,1812.0,US Créteil-Lusitanos,18,France
11586,215927,R. Emond,R. Emond,Renaud Emond,210000.0,2000.0,22,186,76,110913.0,Waasland-Beveren,7,Belgium
11587,215929,D. Garcia,D. Garcia,Danny Garcia,210000.0,2000.0,20,165,64,695.0,FC Dallas,95,United States
11589,215990,O. Benitez,O. Benitez,Oliver Paz Benítez,180000.0,3000.0,23,186,80,101084.0,Gimnasia y Esgrima La Plata,52,Argentina
11592,216037,N. Valentini,N. Valentini,Nahuel Valentini,210000.0,3000.0,24,182,78,110741.0,Spezia,52,Argentina
11593,216041,M. Aguirre,M. Aguirre,Eduardo Marcelo Aguirre Biscaldi,190000.0,2000.0,30,171,72,112534.0,CD Universidad de Concepción,52,Argentina
11595,216111,D. Whitehead,D. Whitehead,Danny Whitehead,210000.0,2000.0,20,179,69,19.0,West Ham United,14,England
11596,216115,R. Al Ruwaili,R. Al Ruwaili,Rafi Mohammed Al Ruwaili,190000.0,3000.0,23,175,74,112675.0,Al Orobah,183,Saudi Arabia
11597,216212,J. Nardiello,J. Nardiello,Jack Nardiello,190000.0,2000.0,19,182,75,1806.0,Stoke City,50,Wales
11598,216219,A. Muzaqi,A. Muzaqi,Albian Muzaqi Mustafa,190000.0,3000.0,19,192,78,673.0,KRC Genk,34,Netherlands
11599,216236,S. Benmeziane,S. Benmeziane,Samir Benmeziane,275000.0,2000.0,26,188,82,112276.0,US Orléans Loiret Football,18,France
11600,216284,F. Ballas,F. Ballas,Florian Ballas,160000.0,2000.0,21,196,93,485.0,Hannover 96,21,Germany
11601,216370,N. Bezlikhotnov,N. Bezlikhotnov,Nikita Bezlikhotnov,210000.0,2000.0,23,180,71,110822.0,FC Ufa,40,Russia
11602,216381,J. Zimmer,J. Zimmer,Jean Zimmer,160000.0,2000.0,20,171,68,29.0,1. FC Kaiserslautern,21,Germany
11603,216386,M. Vucinovic,M. Vucinovic,Marc Vucinovic,240000.0,3000.0,25,178,72,10030.0,SC Paderborn 07,21,Germany
11605,216627,K. Moore,K. Moore,Kieffer Roberto Francisco Moore,210000.0,2000.0,21,195,83,346.0,Yeovil Town,14,England
11606,216698,M. García,M. García,Ariel Matías García,190000.0,2000.0,22,174,71,101084.0,Gimnasia y Esgrima La Plata,52,Argentina
11607,216710,R. Aponzá,R. Aponzá,Robinson Aponzá Carabalí,275000.0,3000.0,25,175,75,111722.0,Club Deportes Tolima,56,Colombia
11608,216728,Dani Iglesias,Dani Iglesias,Daniel Iglesias Gago,190000.0,2000.0,18,181,71,242.0,Deportivo de La Coruña,45,Spain
11609,216833,J. Houwen,J. Houwen,Jeroen Houwen,140000.0,2000.0,18,184,76,1909.0,Vitesse,34,Netherlands
11610,217191,O. Threlkeld,O. Threlkeld,Oscar George Threlkeld,160000.0,2000.0,20,178,74,4.0,Bolton Wanderers,14,England
11612,217845,A. Hjulsager,A. Hjulsager,Andrew Hjulsager,190000.0,4000.0,19,177,71,269.0,Brøndby IF,13,Denmark
11614,218339,M. Dahoud,M. Dahoud,Mahmoud Dahoud,120000.0,2000.0,18,177,67,23.0,Borussia Mönchengladbach,21,Germany
11616,218447,N. Rodríguez,N. Rodríguez,Nicolás Fabián Rodríguez,160000.0,4000.0,21,191,83,1876.0,River Plate,52,Argentina
11620,219463,R. Moyano,R. Moyano,René Daniel Moyano,150000.0,2000.0,19,185,70,110394.0,Arsenal de Sarandí,52,Argentina
11621,219534,R. Colombo,R. Colombo,Rodrigo Jesús Colombo,160000.0,2000.0,21,192,86,110392.0,Atlético de Rafaela,52,Argentina
11622,219536,I. Pussetto,I. Pussetto,Ignacio Pussetto,190000.0,2000.0,18,180,74,110392.0,Atlético de Rafaela,52,Argentina
11623,219552,Miguel Lázaro,Miguel Lázaro,Miguel Serrano Romão Lázaro,150000.0,2000.0,19,193,75,665.0,Vitória de Setúbal,38,Portugal
11624,219646,M. Al Enezi,M. Al Enezi,Meshari Al Enezi,250000.0,3000.0,24,174,63,112675.0,Al Orobah,183,Saudi Arabia
11625,219650,Julio,Julio,Julio César Rodríguez López,140000.0,2000.0,18,194,86,459.0,Real Sporting de Gijón,45,Spain
11626,219679,M. Delgado,M. Delgado,Manuel Delgado,190000.0,2000.0,19,180,67,1809.0,Toulouse Football Club,18,France
11627,219722,I. Ntow,I. Ntow,Isaac Ntow,190000.0,2000.0,20,175,62,190.0,Brescia,117,Ghana
11629,219777,Chema Rodríguez,Chema Rodríguez,José Manuel Rodríguez Benito,160000.0,2000.0,22,182,74,100831.0,AD Alcorcón,45,Spain
11630,219814,S. Klaiber,S. Klaiber,Sean Desmond Klaiber,140000.0,2000.0,19,185,75,1903.0,FC Utrecht,34,Netherlands
11631,219831,Yeray,Yeray,Yeray Sabariego Raja,150000.0,2000.0,21,183,76,15021.0,CE Sabadell FC,45,Spain
11632,219905,M. Duckworth,M. Duckworth,Michael James Duckworth,160000.0,2000.0,22,180,75,1941.0,Hartlepool United,14,England
11633,219914,G. Varela,G. Varela,Guillermo Varela Olivera,160000.0,4000.0,21,171,69,243.0,Real Madrid CF,60,Uruguay
11634,219934,Leo Ramírez,Leo Ramírez,Leonardo Del Cristo Ramírez Rodríguez,150000.0,2000.0,22,195,87,472.0,Unión Deportiva Las Palmas,45,Spain
11635,219953,Adri Embarba,Adri Embarba,Adrián Embarba Blázquez,210000.0,2000.0,22,177,72,480.0,Rayo Vallecano,45,Spain
11638,220001,A. González,A. González,Arnaldo González,240000.0,3000.0,25,173,76,110554.0,Quilmes Atlético Club,52,Argentina
11642,220644,Alberto,Alberto,Alberto Rodríguez Ramos,190000.0,2000.0,22,173,70,462.0,Real Valladolid CF,45,Spain
11643,220650,M. Lorenzen,M. Lorenzen,Melvyn Lorenzen,190000.0,2000.0,19,188,86,38.0,SV Werder Bremen,21,Germany
11645,220711,R. Mahazi,R. Mahazi,Rashid Mahazi,150000.0,4000.0,22,178,76,111397.0,Melbourne Victory,195,Australia
11646,220782,M. Ilaimaharitra,M. Ilaimaharitra,Marco Ilaimaharitra,120000.0,2000.0,18,177,72,226.0,FC Sochaux-Montbéliard,18,France
11647,220844,Jesús Tamayo,Jesús Tamayo,Jesús Tamayo Tapia,190000.0,2000.0,19,175,70,468.0,Elche CF,45,Spain
11648,220878,M. Cacutalua,M. Cacutalua,Malcolm Cacutalua,140000.0,2000.0,19,186,77,160.0,VfL Bochum 1848,21,Germany
11649,220908,A. Kawaya,A. Kawaya,Andy Awazi Kawaya Kinghi Mwana Mufala,160000.0,2000.0,17,173,77,229.0,RSC Anderlecht,7,Belgium
11650,220970,V. Sköld,V. Sköld,Victor Sköld,250000.0,3000.0,24,181,78,111835.0,Åtvidabergs FF,46,Sweden
11651,221251,G. Ariyibi,G. Ariyibi,Gboly Ariyibi,170000.0,2000.0,19,183,72,1924.0,Chesterfield,95,United States
11652,221280,A. Kuhl,A. Kuhl,Aaron Kuhl,120000.0,2000.0,18,173,66,1793.0,Reading,14,England
11653,221358,J. Rossiter,J. Rossiter,Jordan Bernard Rossiter,160000.0,2000.0,17,172,68,9.0,Liverpool,14,England
11654,221397,Dani Molina,Dani Molina,Daniel Molina Orta,190000.0,2000.0,18,178,68,571.0,RC Recreativo de Huelva,45,Spain
11655,221426,D. Dorozhkin,D. Dorozhkin,Denis Dorozhkin,250000.0,3000.0,27,191,82,111264.0,FC Ural Yekaterinburg,40,Russia
11658,221499,D. Gardner,D. Gardner,Danny Gardner,230000.0,2000.0,24,185,80,1924.0,Chesterfield,14,England
11659,221501,Antonio Marín,Antonio Marín,Antonio Marín Molina,140000.0,2000.0,18,178,75,1861.0,Unión Deportiva Almería,45,Spain
11660,221506,A. Oudrhiri,A. Oudrhiri,Amine Oudrhiri Idrissi,210000.0,2000.0,21,184,75,71.0,FC Nantes,18,France
11661,221581,Y. Rueda,Y. Rueda,Yorman Wilfredo Rueda Muñoz,230000.0,2000.0,27,172,63,112834.0,Fortaleza CEIF,56,Colombia
11662,221619,V. Cabrera,V. Cabrera,Víctor Fernando Cabrera,160000.0,4000.0,21,185,75,1876.0,River Plate,52,Argentina
11663,221663,M. Sprenger,M. Sprenger,Moritz Sprenger,140000.0,3000.0,19,190,80,175.0,VfL Wolfsburg,21,Germany
11664,221700,No Dong Geon,No Dong Geon,노동건 卢东件,160000.0,3000.0,22,191,83,983.0,Suwon Samsung Bluewings,167,South Korea
11665,221713,D. Lovitz,D. Lovitz,Daniel Lovitz,190000.0,3000.0,22,178,77,111651.0,Toronto FC,95,United States
11666,221724,L. Pugh,L. Pugh,Lucas Ramón Pugh,210000.0,2000.0,20,180,78,110394.0,Arsenal de Sarandí,52,Argentina
11667,221728,S. Rodić,S. Rodić,Silvio Rodić,230000.0,3000.0,26,198,94,110565.0,Górnik Łęczna,10,Croatia
11668,221740,E. Crivelli,E. Crivelli,Enzo Crivelli,190000.0,3000.0,19,184,79,59.0,FC Girondins de Bordeaux,18,France
11669,221753,M. Sobottka,M. Sobottka,Marcel Sobottka,150000.0,3000.0,20,185,76,34.0,FC Schalke 04,21,Germany
11670,221759,Kim Kyung Min,Kim Kyung Min,김경민 金京闽,160000.0,2000.0,22,190,78,1478.0,Jeju United FC,167,South Korea
11671,221760,Song Soo Young,Song Soo Young,송수영 Soo Young Song,210000.0,2000.0,22,175,70,111588.0,Gyeongnam FC,167,South Korea
11672,221762,Kim Sun Min,Kim Sun Min,김선민 金善民,190000.0,3000.0,22,168,65,1473.0,Ulsan Hyundai FC,167,South Korea
11673,221797,E. Thommy,E. Thommy,Erik Thommy,170000.0,2000.0,19,174,64,100409.0,FC Augsburg,21,Germany
11674,221827,T. Dierßen,T. Dierßen,Tim Dierßen,190000.0,2000.0,18,172,64,485.0,Hannover 96,21,Germany
11675,221841,A. Armstrong,A. Armstrong,Adam Armstrong,190000.0,2000.0,17,172,69,13.0,Newcastle United,14,England
11676,221865,A. Gomaa,A. Gomaa,Abdallah Gomaa,190000.0,2000.0,18,168,64,1831.0,1. FC Union Berlin,111,Egypt
11677,221883,Fernando Quesada,Fernando Quesada,Fernando Quesada Gallardo,190000.0,2000.0,20,179,68,1903.0,FC Utrecht,45,Spain
11678,221896,D. Avdijaj,D. Avdijaj,Donis Avdijaj,190000.0,2000.0,17,172,70,34.0,FC Schalke 04,21,Germany
11679,221932,M. Oesterhelweg,M. Oesterhelweg,Maximilian Oesterhelweg,210000.0,2000.0,23,180,73,550.0,VfR Aalen,21,Germany
11680,221954,F. Cáseres,F. Cáseres,Franco Emmanuel Cáseres,210000.0,2000.0,21,171,64,110554.0,Quilmes Atlético Club,52,Argentina
11681,221984,F. Cañaveral,F. Cañaveral,Faver Cañaveral Rentería,240000.0,2000.0,25,176,81,112830.0,Uniautónoma FC,56,Colombia
11682,221990,Y. Cabral,Y. Cabral,Yonathan Emanuel Cabral,160000.0,4000.0,22,188,84,101085.0,Racing Club,52,Argentina
11683,222041,L. Boyé,L. Boyé,Lucas Ariel Boyé,190000.0,2000.0,18,179,81,1876.0,River Plate,52,Argentina
11684,222044,W. Sea,W. Sea,William Sea Nessemon,210000.0,2000.0,22,176,73,378.0,Stade Brestois 29,18,France
11685,222066,L. Villalba,L. Villalba,Leonardo Enrique Villalba,170000.0,3000.0,19,170,68,101088.0,Vélez Sarsfield,52,Argentina
11686,222228,A. Bedell,A. Bedell,Adam Bedell,210000.0,3000.0,22,201,92,687.0,Columbus Crew,95,United States
11687,222253,S. Valcke,S. Valcke,Sam Valcke,210000.0,2000.0,21,187,82,1750.0,KSV Cercle Brugge,7,Belgium
11688,222272,B. Osei,B. Osei,Barnes Osei,190000.0,2000.0,19,179,66,1892.0,FC Paços de Ferreira,117,Ghana
11689,222331,L. Klostermann,L. Klostermann,Lukas Manuel Klostermann,140000.0,2000.0,18,185,80,112172.0,RB Leipzig,21,Germany
11690,222333,Kim Chan Young,Kim Chan Young,Chan Young Kim,210000.0,3000.0,25,190,88,1476.0,Busan IPark,167,South Korea
11691,222356,L. Vasquez,L. Vasquez,Luis Erney Vásquez Caicedo,140000.0,2000.0,18,186,79,101103.0,Independiente Medellín,56,Colombia
11693,222378,L. Suárez,L. Suárez,Lucas Matías Suárez Scalarea,140000.0,2000.0,19,182,80,110554.0,Quilmes Atlético Club,52,Argentina
11694,222420,G. Ward,G. Ward,Grant Ward,170000.0,2000.0,19,178,73,693.0,Chicago Fire Football Club,14,England
11695,222485,B. Bellot,B. Bellot,Benjamin Bellot,190000.0,3000.0,23,186,81,112172.0,RB Leipzig,21,Germany
11696,222486,F. Franke,F. Franke,Fabian Franke,210000.0,3000.0,25,191,87,112172.0,RB Leipzig,21,Germany
11697,222492,L. Sané,L. Sané,Leroy Aziz Sané,190000.0,2000.0,18,184,75,34.0,FC Schalke 04,21,Germany
11698,222498,K. Parsemain,K. Parsemain,Kévin Marius Parsemain,275000.0,3000.0,26,178,76,111144.0,Seattle Sounders FC,18,France
11700,222521,O. Hüsing,O. Hüsing,Oliver Hüsing,160000.0,2000.0,21,193,88,38.0,SV Werder Bremen,21,Germany
11701,222538,M. Bihr,M. Bihr,Manuel Bihr,160000.0,2000.0,20,184,74,171.0,1. FC Nürnberg,21,Germany
11702,222568,H. Turki,H. Turki,Hussein Turki,180000.0,3000.0,32,170,65,112883.0,Al Khaleej,183,Saudi Arabia
11703,222598,Nélson Monte,Nélson Monte,Nélson Macedo Monte,140000.0,2000.0,18,187,78,744.0,Rio Ave FC,38,Portugal
11704,222636,G. Kyei,G. Kyei,Grejohn Kyei,190000.0,2000.0,18,187,84,379.0,Stade de Reims,18,France
11706,222889,L. Acevedo,L. Acevedo,Lucas Javier Acevedo,160000.0,2000.0,22,194,97,110580.0,Rosario Central,52,Argentina
11708,222995,F. Görgülü,F. Görgülü,Ferhat Görgülü,160000.0,2000.0,22,187,77,101025.0,Gençlerbirliği SK,34,Netherlands
11710,223056,Álvaro Bustos,Álvaro Bustos,Álvaro Bustos Sandoval,170000.0,2000.0,19,173,70,459.0,Real Sporting de Gijón,45,Spain
11711,223094,Y. Romero,Y. Romero,Yamil Jorge Gonzalo Romero,190000.0,2000.0,18,176,77,1877.0,Boca Juniors,52,Argentina
11712,223125,J. Vet,J. Vet,Javier Vet,190000.0,2000.0,20,183,76,100626.0,FC Dordrecht,34,Netherlands
11714,223145,L. Figueroa,L. Figueroa,Leandro Figueroa,210000.0,4000.0,21,176,78,110396.0,Newell's Old Boys,52,Argentina
11715,223225,N. Perez,N. Perez,Nicolas Perez,230000.0,2000.0,23,180,79,111560.0,Royal Excel Mouscron,18,France
11717,223372,Moha,Moha,Mohamed El Ouriachi,160000.0,2000.0,18,178,72,110704.0,FC Barcelona B,129,Morocco
11719,223442,B. Darcy,B. Darcy,Benoît Darcy,170000.0,2000.0,29,185,84,112276.0,US Orléans Loiret Football,18,France
11720,223448,W. Louisy-Daniel,W. Louisy-Daniel,Wilfried Louisy-Daniel,240000.0,2000.0,28,187,84,112276.0,US Orléans Loiret Football,18,France
11722,223459,V. Steklov,V. Steklov,Vadim Steklov,200000.0,2000.0,29,171,71,100768.0,Torpedo Moscow,40,Russia
11723,223477,J. Ranneaud,J. Ranneaud,Jason Ranneaud,210000.0,3000.0,23,185,76,378.0,Stade Brestois 29,18,France
11724,223484,M. Lepskiy,M. Lepskiy,Maxim Lepskiy,220000.0,2000.0,28,180,74,110756.0,Arsenal Tula,40,Russia
11725,223508,M. Paye,M. Paye,Mour Paye,210000.0,4000.0,20,173,64,66.0,Olympique Lyonnais,18,France
11726,223549,C. Holenstein,C. Holenstein,Claudio Holenstein,210000.0,3000.0,23,180,75,897.0,FC Luzern,47,Switzerland
11727,223557,M. Madri,M. Madri,Mouaad Madri,250000.0,3000.0,24,177,64,614.0,AC Ajaccio,18,France
11728,223559,Aimar,Aimar,Aimar Moratalla Botifoll,210000.0,2000.0,27,177,71,112902.0,UE Llagostera,45,Spain
11729,223592,O. Zarif,O. Zarif,Omar Zarif,35000.0,2000.0,35,165,71,110404.0,Club Atlético Banfield,52,Argentina
11730,223607,Luis Ruiz,Luis Ruiz,Luis Ruiz Sayago,160000.0,2000.0,22,181,73,100888.0,CD Leganés,45,Spain
11731,223608,Eraso,Eraso,Javier Eraso Goñi,230000.0,2000.0,24,180,71,100888.0,CD Leganés,45,Spain
11734,223654,Fede,Fede,Federico San Emeterio Díaz,160000.0,2000.0,17,174,68,456.0,Racing Santander,45,Spain
11735,223684,Lucas Mineiro,Lucas Mineiro,Lucas Alberto Pereira da Silva,150000.0,2000.0,21,173,68,1901.0,Associação Académica de Coimbra,54,Brazil
11736,223729,I. Cissé,I. Cissé,Idrissa Cissé,250000.0,3000.0,24,188,79,111087.0,Podbeskidzie Bielsko-Biała,136,Senegal
11743,223892,Seo Yong Deok,Seo Yong Deok,徐永,230000.0,4000.0,24,175,70,1473.0,Ulsan Hyundai FC,167,South Korea
11744,223895,Lee Jae Won,Lee Jae Won,李哉沅,140000.0,3000.0,31,182,75,1473.0,Ulsan Hyundai FC,167,South Korea
11745,223916,A. Jones,A. Jones,Alex Jones,190000.0,2000.0,19,185,73,109.0,West Bromwich Albion,14,England
11748,223998,Jon García,Jon García,Jon García Herrero,180000.0,2000.0,23,177,70,110831.0,CD Lugo,45,Spain
11749,224029,M. Minnaard,M. Minnaard,Mauro Minnaard,150000.0,2000.0,19,198,81,110724.0,KV Mechelen,34,Netherlands
11750,224104,D. Martínez,D. Martínez,Damián Alberto Martínez,210000.0,2000.0,24,177,65,111710.0,Defensa y Justicia,52,Argentina
11751,224127,D. Sysuev,D. Sysuev,Dmitriy Sysuev,275000.0,2000.0,26,175,72,110106.0,FC Mordovia Saransk,40,Russia
11753,224137,M. Riquelme,M. Riquelme,Marcos Daniel Riquelme,275000.0,3000.0,25,179,86,111328.0,Club Deportivo Palestino,52,Argentina
11754,224138,G. Díaz,G. Díaz,Gabriel Adrián Díaz,230000.0,3000.0,24,186,78,111328.0,Club Deportivo Palestino,52,Argentina
11756,224153,M. Bergese,M. Bergese,Marcelo Raúl Bergese Costamagna,230000.0,3000.0,29,176,75,112528.0,Atlético Huila,52,Argentina
11759,224168,A. Depotte,A. Depotte,Alan Gustavo Fabián Depotte,160000.0,4000.0,21,183,84,110093.0,Club Atlético Independiente,52,Argentina
11760,224175,M. de Fockert,M. de Fockert,Maarten de Fockert,150000.0,2000.0,19,182,73,1913.0,SC Heerenveen,34,Netherlands
11761,224185,C. Leemans,C. Leemans,Clint Leemans,160000.0,2000.0,18,186,76,247.0,PSV,34,Netherlands
11762,224207,R. Kortzorg,R. Kortzorg,Romario Kortzorg,230000.0,3000.0,24,178,76,506.0,FC Erzgebirge Aue,34,Netherlands
11763,224213,T. Ebuehi,T. Ebuehi,Tyronne Ebuehi,140000.0,2000.0,18,180,70,650.0,ADO Den Haag,34,Netherlands
11765,224242,D. Luckassen,D. Luckassen,Derrick Luckassen,140000.0,2000.0,18,185,75,1906.0,AZ Alkmaar,34,Netherlands
11766,224261,Valkenedy,Valkenedy,Valkenedy da Silva Nascimento,190000.0,2000.0,21,180,76,1892.0,FC Paços de Ferreira,54,Brazil
11767,224288,D. Oltolina,D. Oltolina,David Ángel Oltolina,200000.0,2000.0,29,177,73,112019.0,Boyacá Chicó FC,52,Argentina
11768,224335,L. Cueto,L. Cueto,Lucas Cueto,160000.0,2000.0,18,171,64,31.0,1. FC Köln,21,Germany
11769,224356,Yann Rollim,Yann Rollim,Yann Del Pino Rollin,190000.0,2000.0,19,177,72,665.0,Vitória de Setúbal,54,Brazil
11770,224364,R. León,R. León,Rafael León Vicencio,210000.0,3000.0,23,171,72,110152.0,Puebla FC,83,Mexico
11771,224405,G. Cochis,G. Cochis,Germán Gabriel Cochis Millicay,190000.0,2000.0,18,174,64,111022.0,Belgrano de Córdoba,52,Argentina
11772,224423,M. Wittek,M. Wittek,Maximilian Wittek,140000.0,2000.0,18,170,66,33.0,TSV 1860 München,21,Germany
11773,224456,M. Soumaré,M. Soumaré,Mohamed Soumaré,190000.0,2000.0,18,175,65,2038.0,Avellino,7,Belgium
11774,224463,S. Martínez,S. Martínez,Santiago Gabriel Martínez Pintos,190000.0,2000.0,22,171,71,110554.0,Quilmes Atlético Club,60,Uruguay
11775,224524,E. Burgos,E. Burgos,Esteban Rodrigo Burgos,160000.0,2000.0,22,188,84,111706.0,Godoy Cruz,52,Argentina
11777,224664,Bruno Loureiro,Bruno Loureiro,Bruno Filipe Santos Loureiro,250000.0,3000.0,24,173,70,110746.0,Pogoń Szczecin,38,Portugal
11781,224757,A. Pagerie,A. Pagerie,Adrien Pagerie,160000.0,2000.0,22,180,73,1815.0,Clermont Foot 63,18,France
11782,224809,P. Thiombane,P. Thiombane,Pape Tafsir Thiombane,160000.0,2000.0,18,179,66,59.0,FC Girondins de Bordeaux,136,Senegal
11783,224814,R. Moreira,R. Moreira,Ricardo Ariel Moreira,140000.0,2000.0,17,187,91,110093.0,Club Atlético Independiente,52,Argentina
11784,224825,R. Antwi,R. Antwi,Rodney Antwi,160000.0,2000.0,18,176,72,1903.0,FC Utrecht,34,Netherlands
11785,224870,D. Johnson,D. Johnson,Danny Johnson,210000.0,2000.0,20,176,70,1961.0,Cardiff City,14,England
11786,224921,Marín,Marín,Adrián Marín Gómez,140000.0,2000.0,17,177,70,483.0,Villarreal CF,45,Spain
11787,224922,Serramitja,Serramitja,Marcel Serramitja Taberner,190000.0,2000.0,19,184,74,110062.0,Girona FC,45,Spain
11788,224940,T. Mikkelsen,T. Mikkelsen,Thomas Mikkelsen,250000.0,4000.0,24,188,82,272.0,Odense Boldklub,13,Denmark
11789,224963,S. Okuno,S. Okuno,奥野 将平,230000.0,3000.0,23,178,70,110746.0,Pogoń Szczecin,163,Japan
11790,224968,N. Chkhapelia,N. Chkhapelia,Nika Chkhapelia,210000.0,2000.0,20,164,55,110231.0,FC Rostov,40,Russia
11791,224980,M. Busch,M. Busch,Marnon Thomas Busch,140000.0,2000.0,19,182,80,38.0,SV Werder Bremen,21,Germany
11792,225007,C. Osorio,C. Osorio,Cristian Fernando Osorio Jaramillo,275000.0,4000.0,25,173,70,101106.0,Once Caldas,56,Colombia
11793,225030,Luiz,Luiz,Luiz Carlos Marques Lima,275000.0,3000.0,25,175,68,1478.0,Jeju United FC,54,Brazil
11796,225121,Castro,Castro,Carlos Castro García,190000.0,2000.0,19,176,70,459.0,Real Sporting de Gijón,45,Spain
11799,225162,J. Morales,J. Morales,Jonathan Manuel Morales,160000.0,2000.0,21,176,74,112534.0,CD Universidad de Concepción,52,Argentina
11800,225163,David Muñoz,David Muñoz,David Muñoz Pueyo,190000.0,2000.0,16,186,79,244.0,Real Zaragoza,45,Spain
11801,225200,Barja,Barja,Enrique Barja Afonso,190000.0,2000.0,17,178,69,479.0,CA Osasuna,45,Spain
11802,225201,Alex Berenguer,Alex Berenguer,Alejandro Berenguer Remiro,190000.0,2000.0,18,175,65,479.0,CA Osasuna,45,Spain
11803,225202,Carlos Nieto,Carlos Nieto,Carlos Nieto Herrero,140000.0,2000.0,18,180,68,244.0,Real Zaragoza,45,Spain
11804,225205,M. Maruoka,M. Maruoka,丸岡 満,190000.0,2000.0,18,173,63,22.0,Borussia Dortmund,163,Japan
11805,225206,K. Narey,K. Narey,Khaled Narey,140000.0,3000.0,19,180,72,22.0,Borussia Dortmund,21,Germany
11808,225254,G. Soriola,G. Soriola,Gege Soriola,210000.0,2000.0,25,188,79,111139.0,Club de Foot Montréal,133,Nigeria
11810,225282,J. Devecchi,J. Devecchi,José Antonio Devecchi,140000.0,2000.0,18,187,80,1013.0,San Lorenzo de Almagro,52,Argentina
11811,225284,Igor Arnáez,Igor Arnáez,Igor Arnáez Martín,180000.0,3000.0,23,173,66,260.0,CD Tenerife,45,Spain
11812,225297,M. Anaba,M. Anaba,Michael Anaba,210000.0,2000.0,20,180,78,468.0,Elche CF,117,Ghana
11814,225341,David García,David García,David García Zubiría,160000.0,2000.0,20,185,75,479.0,CA Osasuna,45,Spain
11815,225352,Bardaji,Bardaji,Ander Bardají Maiza Lasgar,150000.0,3000.0,19,192,78,457.0,Real Sociedad,45,Spain
