,sofifa_id,short_name,short_name,long_name,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,nationality_id,nationality_name
4677,219553,C. Aquino,C. Aquino,Claudio Ezequiel Aquino,925000.0,8000.0,22,173,78,111706.0,Godoy Cruz,52,Argentina
4678,219619,K. Itabel,K. Itabel,Kevin Fabián Itabel,825000.0,7000.0,20,180,73,111715.0,Club Atlético Tigre,52,Argentina
4679,219755,U. Matić,U. Matić,Uroš Matić,1000000.0,9000.0,24,184,77,1904.0,NAC Breda,51,Serbia
4680,219779,E. Assifuah,E. Assifuah,Ebenezer Kofi Assifuah-Inkoom,925000.0,8000.0,20,176,70,110770.0,FC Sion,117,Ghana
4681,219843,M. Vidal,M. Vidal,Marcelo Leonel Vidal,750000.0,15000.0,23,177,77,110093.0,Club Atlético Independiente,52,Argentina
4682,219970,K. Boateng,K. Boateng,Kingsley Boateng,925000.0,8000.0,20,176,70,1904.0,NAC Breda,117,Ghana
4684,220121,M. Šćepović,M. Šćepović,Marko Šćepović,1000000.0,10000.0,23,190,83,453.0,RCD Mallorca,51,Serbia
4685,220127,João Silva,João Silva,João Pedro Pereira Silva,1100000.0,10000.0,24,186,86,1843.0,Palermo,38,Portugal
4686,221266,C. Salom,C. Salom,Carlos Daniel Salom Zulema,1100000.0,15000.0,27,169,73,110977.0,Unión Española,52,Argentina
4688,221376,A. Puljić,A. Puljić,Ante Puljić,975000.0,10000.0,26,188,82,674.0,KAA Gent,10,Croatia
4689,221425,K. Nagasawa,K. Nagasawa,長泽 和明,825000.0,8000.0,22,173,68,31.0,1. FC Köln,163,Japan
4690,221515,P. Arango,P. Arango,Paulo César Arango Ambuila,900000.0,8000.0,29,184,82,112523.0,La Equidad,56,Colombia
4691,221960,C. Rentería,C. Rentería,Carlos Alveiro Rentería Cuesta,1100000.0,10000.0,28,178,78,112527.0,Patriotas Boyacá FC,56,Colombia
4692,222900,W. Hahn,W. Hahn,Warner Lloyd Hahn,725000.0,8000.0,22,199,85,1914.0,PEC Zwolle,34,Netherlands
4693,222943,Jony,Jony,Jonathan Rodríguez Menéndez,825000.0,8000.0,22,179,80,459.0,Real Sporting de Gijón,45,Spain
4694,223022,E. Kokalović,E. Kokalović,Elvis Kokalović,950000.0,9000.0,25,188,82,101033.0,İttifak Holding Konyaspor,10,Croatia
4695,223065,G. Toledo,G. Toledo,Gustavo Ariel Toledo,900000.0,9000.0,24,171,73,110404.0,Club Atlético Banfield,52,Argentina
4699,223337,Bobô,Bobô,José Claudeon dos Santos,800000.0,9000.0,32,184,75,1898.0,Boavista FC,54,Brazil
4701,223881,J. Chiarini,J. Chiarini,Julio César Chiarini,800000.0,15000.0,32,185,71,1876.0,River Plate,52,Argentina
4702,224147,G. Pereira,G. Pereira,Ricardo Guzmán Pereira Méndez,925000.0,15000.0,23,182,78,15029.0,Universidad de Chile,60,Uruguay
4703,224367,G. Lanaro,G. Lanaro,Germán Andrés Lanaro,825000.0,10000.0,28,184,84,111328.0,Club Deportivo Palestino,52,Argentina
4704,224394,Fábio Martins,Fábio Martins,Fábio Santos Martins,825000.0,10000.0,20,178,69,1896.0,SC Braga,38,Portugal
4708,225028,N. Radoja,N. Radoja,Nemanja Radoja,650000.0,8000.0,21,186,77,450.0,RC Celta de Vigo,51,Serbia
4709,225299,E. Velázquez,E. Velázquez,Emiliano Daniel Velázquez Maldonado,700000.0,7000.0,20,185,79,1860.0,Getafe CF,60,Uruguay
4710,225346,Gedoz,Gedoz,Felipe Gedoz da Conceição,825000.0,15000.0,20,177,74,231.0,Club Brugge KV,54,Brazil
4712,2091,F. Ehret,F. Ehret,Fabrice Ehret,210000.0,6000.0,34,184,70,1823.0,AS Nancy Lorraine,18,France
4713,2264,Tamudo,Tamudo,Raúl Tamudo Montero,80000.0,7000.0,36,180,74,15021.0,CE Sabadell FC,45,Spain
4714,4732,J. Bréchet,J. Bréchet,Jérémie Bréchet,210000.0,2000.0,34,187,80,110316.0,GFC Ajaccio,18,France
4715,5461,C. Hoefkens,C. Hoefkens,Carl Hoefkens,110000.0,6000.0,35,185,86,682.0,KV Oostende,7,Belgium
4716,8210,Miguel Pedro,Miguel Pedro,Miguel António Teixeira Ferreira Pedro,675000.0,9000.0,30,175,70,665.0,Vitória de Setúbal,38,Portugal
4717,9764,Y. Hersi,Y. Hersi,Youssouf Hersi,625000.0,9000.0,31,173,74,111399.0,Perth Glory,34,Netherlands
4718,10824,P. Mtiliga,P. Mtiliga,Patrick Jan Mtiliga,300000.0,5000.0,33,171,72,1788.0,FC Nordsjælland,13,Denmark
4719,11535,O. Kapo,O. Kapo,Narcisse-Olivier Kapo Obou,475000.0,7000.0,33,185,81,111083.0,Korona Kielce,18,France
4722,12666,P. Luyindula,P. Luyindula,Pegúy Makanda Luyindula,275000.0,10000.0,35,178,72,689.0,New York Red Bulls,18,France
4723,15992,S. Cziommer,S. Cziommer,Simon Cziommer,400000.0,5000.0,33,176,72,100634.0,Heracles Almelo,21,Germany
4724,18886,M. Dingsdag,M. Dingsdag,Michael Dingsdag,450000.0,8000.0,31,189,74,322.0,Grasshopper Club Zürich,34,Netherlands
4725,19524,G. Taylor-Fletcher,G. Taylor-Fletcher,Gary Taylor-Fletcher,475000.0,6000.0,33,183,70,95.0,Leicester City,14,England
4726,22151,M. Albrechtsen,M. Albrechtsen,Martin Albrechtsen,210000.0,10000.0,34,188,82,269.0,Brøndby IF,13,Denmark
4727,27532,D. de Vries,D. de Vries,Dorus de Vries,525000.0,5000.0,33,191,96,14.0,Nottingham Forest,34,Netherlands
4729,34308,I. Sigurdsson,I. Sigurdsson,Indridi Sigurdsson,400000.0,10000.0,32,184,83,300.0,Viking FK,24,Iceland
4731,44960,N. Johansson,N. Johansson,Nils-Eric Johansson,210000.0,10000.0,34,187,84,433.0,AIK,46,Sweden
4732,45226,D. De Rosario,D. De Rosario,Dwayne De Rosario,80000.0,10000.0,36,181,74,111651.0,Toronto FC,70,Canada
4735,49192,M. Nordstrand,M. Nordstrand,Morten Nordstrand,625000.0,10000.0,31,177,70,1788.0,FC Nordsjælland,13,Denmark
4738,49886,F. Stenman,F. Stenman,Fredrik Stenman,450000.0,10000.0,31,187,85,710.0,Djurgårdens IF,46,Sweden
4740,51373,D. Dunn,D. Dunn,David Dunn,375000.0,7000.0,34,178,88,3.0,Blackburn Rovers,14,England
4741,51934,F. Sinama-Pongolle,F. Sinama-Pongolle,Florent Sinama-Pongolle,700000.0,10000.0,29,176,69,693.0,Chicago Fire Football Club,18,France
4742,52104,F. Kringe,F. Kringe,Florian Kringe,550000.0,9000.0,31,187,83,110329.0,FC St. Pauli,21,Germany
4744,52326,E. Jakupović,E. Jakupović,Eldin Jakupović,700000.0,8000.0,29,191,83,1952.0,Hull City,47,Switzerland
4746,52521,D. Sørensen,D. Sørensen,Dennis Dechmann Sørensen,475000.0,6000.0,33,193,84,112424.0,FC Vestsjælland,13,Denmark
4747,52778,A. Rochat,A. Rochat,Alain Rochat,450000.0,10000.0,31,182,78,900.0,BSC Young Boys,47,Switzerland
4748,53435,D. Shittu,D. Shittu,Daniel Olusola 'Danny' Shittu,300000.0,5000.0,33,191,95,97.0,Millwall,133,Nigeria
4750,53555,K. Herdling,K. Herdling,Kai Herdling,600000.0,8000.0,30,180,77,10029.0,TSG Hoffenheim,21,Germany
4751,53593,G. O'Neil,G. O'Neil,Gary O'Neil,550000.0,9000.0,31,173,61,1792.0,Norwich City,14,England
4752,53739,L. Grant,L. Grant,Lee Grant,625000.0,8000.0,31,193,83,91.0,Derby County,14,England
4754,100330,J. Saez,J. Saez,José Saez,500000.0,8000.0,32,170,63,210.0,Stade Malherbe Caen,18,France
4758,106418,T. Moreno,T. Moreno,Malher Tressor Moreno Baldrich,375000.0,2000.0,34,175,77,112834.0,Fortaleza CEIF,56,Colombia
4759,107320,J. Audel,J. Audel,Johan Audel,600000.0,9000.0,30,180,75,71.0,FC Nantes,18,France
4760,107758,M. Thorandt,M. Thorandt,Markus Thorandt,300000.0,5000.0,33,187,85,110329.0,FC St. Pauli,21,Germany
4761,110843,Rubén Sanz,Rubén Sanz,Rubén Sanz Alonso,170000.0,2000.0,34,183,81,100831.0,AD Alcorcón,45,Spain
4762,112384,J. Cardy,J. Cardy,Julien Cardy,375000.0,8000.0,32,176,71,62.0,En Avant de Guingamp,18,France
4763,112778,Jesús Vázquez,Jesús Vázquez,Antonio Jesús Vázquez Muñoz,170000.0,5000.0,34,183,77,571.0,RC Recreativo de Huelva,45,Spain
4764,116335,O. Sorin,O. Sorin,Olivier Sorin,525000.0,6000.0,33,189,76,74.0,Stade Rennais FC,18,France
4765,117492,D. Ducourtioux,D. Ducourtioux,David Ducourtioux,,2000.0,36,177,68,110316.0,GFC Ajaccio,18,France
4766,120018,D. Hammond,D. Hammond,Dean Hammond,550000.0,8000.0,31,183,74,95.0,Leicester City,14,England
4767,121134,A. Walke,A. Walke,Alexander Walke,625000.0,15000.0,31,189,88,191.0,FC Red Bull Salzburg,21,Germany
4768,122124,O. Barth,O. Barth,Oliver Barth,210000.0,2000.0,34,188,80,550.0,VfR Aalen,21,Germany
4770,132740,J. Hansen,J. Hansen,Jesper Hansen,700000.0,8000.0,29,188,78,111271.0,Évian Thonon Gaillard FC,13,Denmark
4771,134765,D. Djurić,D. Djurić,Dušan Predrag Đurić,650000.0,8000.0,29,181,76,434.0,FC Aarau,46,Sweden
4772,134810,S. Chahed,S. Chahed,Sofian Chahed,450000.0,8000.0,31,178,73,110596.0,FSV Frankfurt,145,Tunisia
4773,135647,P. Calandria,P. Calandria,Pablo Ignacio Calandria,575000.0,10000.0,32,184,75,112116.0,CD O'Higgins,52,Argentina
4774,135883,S. Francis,S. Francis,Simon Francis,550000.0,8000.0,29,191,89,1943.0,AFC Bournemouth,14,England
4775,136839,R. Zomer,R. Zomer,Ramon Zomer,450000.0,8000.0,31,184,75,100634.0,Heracles Almelo,34,Netherlands
4776,137261,D. Reinhardt,D. Reinhardt,Dominik Reinhardt,550000.0,8000.0,29,188,81,100409.0,FC Augsburg,21,Germany
4777,137267,R. Clark,R. Clark,Ricardo Clark,425000.0,9000.0,31,178,73,698.0,Houston Dynamo,95,United States
4778,137461,J. Gjasula,J. Gjasula,Jürgen Gjasula,750000.0,7000.0,28,189,85,550.0,VfR Aalen,21,Germany
4779,137553,C. Eigler,C. Eigler,Christian Eigler,675000.0,10000.0,30,185,85,111239.0,FC Ingolstadt 04,21,Germany
4780,137637,D. Krešić,D. Krešić,Dario Krešić,675000.0,10000.0,30,196,91,32.0,Bayer 04 Leverkusen,10,Croatia
4781,137729,R. Lechleiter,R. Lechleiter,Robert Lechleiter,475000.0,2000.0,33,177,71,550.0,VfR Aalen,21,Germany
4783,138155,Z. Whitbread,Z. Whitbread,Zak Whitbread,500000.0,8000.0,30,188,71,91.0,Derby County,95,United States
4784,138188,L. Sam,L. Sam,Lloyd Ekow Sam,650000.0,10000.0,29,173,73,689.0,New York Red Bulls,117,Ghana
4785,138279,L. Dyer,L. Dyer,Lloyd Dyer,550000.0,8000.0,31,173,70,1795.0,Watford,14,England
4786,138351,G. Coutinho,G. Coutinho,Gino Coutinho,625000.0,3000.0,31,180,85,1971.0,Excelsior,34,Netherlands
4788,138528,Ángel,Ángel,Ángel Sánchez Martín,400000.0,3000.0,32,183,80,100831.0,AD Alcorcón,45,Spain
4789,138529,V. Kujovic,V. Kujovic,Vladan Kujović,425000.0,10000.0,35,185,80,231.0,Club Brugge KV,51,Serbia
4791,139016,I. Castro,I. Castro,Israel Castro Macías,400000.0,10000.0,33,175,70,1880.0,Club Deportivo Guadalajara,83,Mexico
4792,139723,C. Wilhelmsson,C. Wilhelmsson,Christian Ulf Wilhelmsson,300000.0,6000.0,34,177,80,112072.0,Mjällby AIF,46,Sweden
4793,139755,M. Messoudi,M. Messoudi,Mohamed Messoudi,675000.0,9000.0,30,177,73,15005.0,SV Zulte Waregem,7,Belgium
4794,139866,G. Loovens,G. Loovens,Glenn Loovens,500000.0,8000.0,30,190,83,1807.0,Sheffield Wednesday,34,Netherlands
4795,140035,R. Osorio,R. Osorio,Ricardo Osorio Mendoza,210000.0,6000.0,34,172,67,110150.0,Gallos Blancos de Querétaro,83,Mexico
4796,140057,Cha Du Ri,Cha Du Ri,차두리 车杜里,300000.0,10000.0,33,181,79,982.0,FC Seoul,167,South Korea
4797,140161,A. Galindo,A. Galindo,Aarón Galindo Rubio,400000.0,15000.0,32,184,90,1882.0,Deportivo Toluca,83,Mexico
4798,140257,A. Palacios,A. Palacios,Miguel Alejandro Palacios Redorta,525000.0,10000.0,33,183,69,1881.0,Club Universidad Nacional,83,Mexico
4799,140262,D. Toledo,D. Toledo,José David Toledo Bosquez,500000.0,15000.0,32,167,65,1880.0,Club Deportivo Guadalajara,83,Mexico
4800,140422,A. Baptiste,A. Baptiste,Alexander Aaron John Baptiste,600000.0,10000.0,28,180,74,3.0,Blackburn Rovers,14,England
4803,142270,J. Thomsen,J. Thomsen,Johnny Juul Thomsen,400000.0,8000.0,32,180,74,1786.0,Randers FC,13,Denmark
4804,142451,Álvaro Antón,Álvaro Antón,Álvaro Antón Camarero,675000.0,9000.0,30,178,70,571.0,RC Recreativo de Huelva,45,Spain
4805,142455,Iñigo Calderón,Iñigo Calderón,Iñigo Calderón Zapatería,400000.0,8000.0,32,179,77,1808.0,Brighton & Hove Albion,45,Spain
4806,142499,Aitor Sanz,Aitor Sanz,Aitor Sanz Martín,525000.0,8000.0,29,181,71,260.0,CD Tenerife,45,Spain
4807,142670,R. Braña,R. Braña,Rodrigo Braña,200000.0,6000.0,35,167,71,110554.0,Quilmes Atlético Club,52,Argentina
4808,142710,A. Orozco,A. Orozco,Andrés Felipe Orozco Vásquez,110000.0,5000.0,35,182,75,112526.0,Envigado FC,56,Colombia
4809,142800,M. Velázquez,M. Velázquez,Maximiliano Nicolás Velázquez,300000.0,5000.0,33,176,72,110395.0,Club Atlético Lanús,52,Argentina
4810,143168,E. Rivas,E. Rivas,Emanuel Benito Rivas,625000.0,5000.0,31,177,71,112237.0,Varese,52,Argentina
4811,143169,L. Ríos,L. Ríos,Leonel Ríos,550000.0,8000.0,31,178,70,112019.0,Boyacá Chicó FC,52,Argentina
4817,144440,J. Alvbåge,J. Alvbåge,John Alvbåge,625000.0,15000.0,31,187,88,319.0,IFK Göteborg,46,Sweden
4818,145014,Juande,Juande,Juan de Dios Prados López,575000.0,10000.0,28,180,73,110741.0,Spezia,45,Spain
4819,145047,Bruno Saltor,Bruno Saltor,Bruno Saltor Grau,300000.0,5000.0,33,181,76,1808.0,Brighton & Hove Albion,45,Spain
4820,145149,Gerard Bordas,Gerard Bordas,Gerard Bordas Bahamontes,575000.0,4000.0,32,177,70,110062.0,Girona FC,45,Spain
4821,146410,Víctor Marco,Víctor Marco,Víctor Marco Soler,400000.0,2000.0,32,185,75,110831.0,CD Lugo,45,Spain
4823,146751,Nuñez,Nuñez,Antonio Núñez Tena,200000.0,5000.0,35,185,82,571.0,RC Recreativo de Huelva,45,Spain
4824,147020,E. Shipitsin,E. Shipitsin,Evgeniy Shipitsin,650000.0,8000.0,29,179,73,112218.0,FC Krasnodar,40,Russia
4825,147131,V. Kaleshin,V. Kaleshin,Vitaliy Kaleshin,300000.0,5000.0,33,173,69,112218.0,FC Krasnodar,40,Russia
4826,147251,I. Shevchenko,I. Shevchenko,Igor Shevchenko,700000.0,9000.0,29,181,74,100768.0,Torpedo Moscow,40,Russia
4827,147806,O. Vlasov,O. Vlasov,Oleg Vlasov,650000.0,3000.0,29,177,73,110106.0,FC Mordovia Saransk,40,Russia
4829,148159,R. Gerus,R. Gerus,Roman Gerus,525000.0,5000.0,33,192,86,110234.0,Amkar Perm,40,Russia
4830,148634,B. Vandenbussche,B. Vandenbussche,Brian Vandenbussche,575000.0,8000.0,32,196,92,674.0,KAA Gent,7,Belgium
4833,148866,S. Duits,S. Duits,Sander Duits,475000.0,8000.0,30,183,78,100632.0,Go Ahead Eagles,34,Netherlands
4835,150468,B. Lesoimier,B. Lesoimier,Benoît Lesoimier,550000.0,8000.0,31,173,67,614.0,AC Ajaccio,18,France
4836,150514,M. Ndjeng,M. Ndjeng,Marcel Ndjeng,400000.0,8000.0,32,180,72,166.0,Hertha BSC,103,Cameroon
4837,150675,J. Berthod,J. Berthod,Jérémy Berthod,500000.0,4000.0,30,180,74,112199.0,Sarpsborg 08 FF,18,France
4838,150677,R. Sartre,R. Sartre,Romain Sartre,450000.0,8000.0,31,185,84,224.0,Nîmes Olympique,18,France
4839,151586,M. Vingaard,M. Vingaard,Martin Vingaard Hansen,650000.0,8000.0,29,180,70,1788.0,FC Nordsjælland,13,Denmark
4840,151885,W. Biebauw,W. Biebauw,Wouter Biebauw,675000.0,8000.0,30,188,83,110724.0,KV Mechelen,7,Belgium
4842,152723,L. Rosenior,L. Rosenior,Liam Rosenior,550000.0,8000.0,29,178,77,1952.0,Hull City,14,England
4843,152926,V. Gragnic,V. Gragnic,Vincent Gragnic,625000.0,9000.0,31,184,80,57.0,AJ Auxerre,18,France
4844,153004,J. Wawrzyniak,J. Wawrzyniak,Jakub Wawrzyniak,500000.0,8000.0,30,186,80,110234.0,Amkar Perm,37,Poland
4846,153275,J. Leca,J. Leca,Jean-Louis Leca,675000.0,10000.0,28,180,75,58.0,SC Bastia,18,France
4848,155325,Jang Hak Young,Jang Hak Young,장학영 张龙勇,400000.0,8000.0,32,170,63,1476.0,Busan IPark,167,South Korea
4849,155351,Choi Jae Soo,Choi Jae Soo,최재수 崔在洙,450000.0,10000.0,31,174,68,983.0,Suwon Samsung Bluewings,167,South Korea
4850,155494,D. Plizga,D. Plizga,Dawid Plizga,675000.0,10000.0,28,173,73,420.0,Górnik Zabrze,37,Poland
4851,155694,S. De Petter,S. De Petter,Steven De Petter,575000.0,10000.0,28,181,76,110724.0,KV Mechelen,7,Belgium
4852,155757,M. Ørnskov,M. Ørnskov,Martin Ørnskov,675000.0,15000.0,28,185,80,269.0,Brøndby IF,13,Denmark
4854,156012,Collantes,Collantes,Juan José Collantes Guerrero,625000.0,9000.0,31,170,70,15021.0,CE Sabadell FC,45,Spain
4856,156259,J. Rzeźniczak,J. Rzeźniczak,Jakub Rzeźniczak,650000.0,15000.0,27,183,82,1871.0,Legia Warszawa,37,Poland
4857,156421,J. Valenzuela,J. Valenzuela,Juan Carlos Valenzuela Hernández,500000.0,15000.0,30,179,74,1879.0,Club América,83,Mexico
4858,156438,T. Gebauer,T. Gebauer,Thomas Gebauer,575000.0,8000.0,32,191,88,780.0,SV Ried,21,Germany
4859,156482,A. Kaji,A. Kaji,加地 亮,210000.0,5000.0,34,175,73,111070.0,Chivas USA,163,Japan
4860,156506,V. Vuoso,V. Vuoso,Vicente José Matías Vuoso,575000.0,4000.0,32,180,82,112679.0,Jaguares de Chiapas,83,Mexico
4861,156530,A. Moreno,A. Moreno,Alfredo David Moreno Rojas,375000.0,6000.0,34,180,86,111678.0,Club Tijuana,52,Argentina
4862,156662,A. Bastía,A. Bastía,Adrián Jesús Bastía Beruzzi,200000.0,2000.0,35,177,78,110392.0,Atlético de Rafaela,52,Argentina
4863,156894,D. Pratley,D. Pratley,Darren Antony Pratley,700000.0,9000.0,29,185,69,4.0,Bolton Wanderers,14,England
4864,157022,F. Pinto,F. Pinto,Fausto Manuel Pinto Rosas,500000.0,15000.0,30,166,65,1878.0,Cruz Azul,83,Mexico
4865,157257,O. Pouso,O. Pouso,Omar Heber Pouso Osores,300000.0,5000.0,34,183,80,101084.0,Gimnasia y Esgrima La Plata,60,Uruguay
4866,157463,D. de Ridder,D. de Ridder,Daniël de Ridder,600000.0,9000.0,30,180,75,647.0,SC Cambuur,34,Netherlands
4868,158131,F. Mohr,F. Mohr,Florian Mohr,550000.0,8000.0,29,182,77,165.0,SpVgg Greuther Fürth,21,Germany
4869,158132,D. Brückner,D. Brückner,Daniel Brückner,400000.0,5000.0,33,183,77,10030.0,SC Paderborn 07,21,Germany
4872,158849,Ł. Szukała,Ł. Szukała,Łukasz Szukała,,,30,195,89,,,37,Poland
4876,159202,G. Rodríguez,G. Rodríguez,Carlos Gerardo Rodríguez Serrano,550000.0,15000.0,29,182,75,1880.0,Club Deportivo Guadalajara,83,Mexico
4877,160295,E. Galeković,E. Galeković,Eugene Galeković,525000.0,5000.0,33,186,91,111393.0,Adelaide United,195,Australia
4878,160309,A. Rivas,A. Rivas,Avimiled Rivas Quintero,650000.0,8000.0,29,179,75,112527.0,Patriotas Boyacá FC,56,Colombia
4879,160770,Ó. Skúlason,Ó. Skúlason,Ólafur Ingi Skúlason,425000.0,9000.0,31,183,81,15005.0,SV Zulte Waregem,24,Iceland
4880,161644,M. Matip,M. Matip,Marvin Matip,600000.0,10000.0,28,184,83,111239.0,FC Ingolstadt 04,103,Cameroon
4881,161678,V. Montaño,V. Montaño,Víctor Hugo Montaño Caicedo,675000.0,9000.0,30,177,76,70.0,Montpellier Hérault SC,56,Colombia
4882,161697,D. de la Torre,D. de la Torre,Diego Javier De La Torre Muciño,675000.0,4000.0,30,177,75,112679.0,Jaguares de Chiapas,83,Mexico
4883,161801,Xabi Castillo,Xabi Castillo,Xabier Castillo Aranburu,600000.0,10000.0,28,184,75,463.0,Deportivo Alavés,45,Spain
4885,162053,L. Chambers,L. Chambers,Luke Chambers,600000.0,10000.0,28,185,87,94.0,Ipswich Town,14,England
4886,162056,S. Morison,S. Morison,Steve Morison,675000.0,9000.0,30,188,85,8.0,Leeds United,50,Wales
4887,162210,O. Ajilore,O. Ajilore,Oluwafemi Ajilore,525000.0,10000.0,29,182,78,1516.0,FC Midtjylland,133,Nigeria
4888,162226,S. De Smet,S. De Smet,Stijn De Smet,700000.0,9000.0,29,183,78,100081.0,KV Kortrijk,7,Belgium
4889,162335,N. van der Velden,N. van der Velden,Nick van der Velden,575000.0,9000.0,32,187,78,1915.0,FC Groningen,34,Netherlands
4890,162365,H. Drost,H. Drost,Henrico Drost,650000.0,10000.0,27,183,80,1904.0,NAC Breda,34,Netherlands
4891,162407,M. Jakobsen,M. Jakobsen,Michael Jakobsen,600000.0,10000.0,28,185,81,1445.0,Esbjerg fB,13,Denmark
4893,162890,J. Spector,J. Spector,Jonathan Spector,600000.0,10000.0,28,181,80,88.0,Birmingham City,95,United States
4894,163352,M. Higdon,M. Higdon,Michael Higdon,675000.0,9000.0,30,186,80,1794.0,Sheffield United,14,England
4895,163625,G. Leadbitter,G. Leadbitter,Grant Leadbitter,675000.0,10000.0,28,178,79,12.0,Middlesbrough,14,England
4896,163694,O. Arellano,O. Arellano,Omar Arellano Riverón,800000.0,15000.0,27,174,70,1032.0,CF Monterrey,83,Mexico
4897,163713,C. Mandanne,C. Mandanne,Christophe Mandanne,700000.0,9000.0,29,171,62,62.0,En Avant de Guingamp,18,France
4898,163848,T. Brzyski,T. Brzyski,Tomasz Brzyski,400000.0,15000.0,32,170,68,1871.0,Legia Warszawa,37,Poland
4899,164470,Pita,Pita,Carlos Pita González,525000.0,2000.0,29,187,80,110831.0,CD Lugo,45,Spain
4900,164484,J. Dahlin,J. Dahlin,Johan Helge Dahlin,675000.0,10000.0,27,191,90,101025.0,Gençlerbirliği SK,46,Sweden
4901,164571,C. Rolfe,C. Rolfe,Chris Rolfe,550000.0,10000.0,31,173,65,688.0,D.C. United,95,United States
4902,165169,B. Boswell,B. Boswell,Bobby Boswell,450000.0,10000.0,31,188,83,688.0,D.C. United,95,United States
4903,165176,S. Freis,S. Freis,Sebastian Freis,700000.0,9000.0,29,184,80,25.0,Sport-Club Freiburg,21,Germany
4904,165185,C. Davies,C. Davies,Craig Davies,750000.0,10000.0,28,188,85,4.0,Bolton Wanderers,50,Wales
4906,165474,Matheus Vivian,Matheus Vivian,Matheus Coradini Vivian,400000.0,8000.0,32,188,83,226.0,FC Sochaux-Montbéliard,54,Brazil
4908,165560,M. Ruben,M. Ruben,Marco Gastón Ruben Rodríguez,800000.0,10000.0,27,179,72,1970.0,Tigres U.A.N.L.,52,Argentina
4909,165564,A. Kwarasey,A. Kwarasey,Adam Larsen Kwarasey,700000.0,10000.0,26,188,85,922.0,Strømsgodset IF,117,Ghana
4911,165724,R. Murawski,R. Murawski,Rafał Murawski,375000.0,8000.0,32,175,76,110746.0,Pogoń Szczecin,37,Poland
4912,165867,Kim Jae Sung,Kim Jae Sung,김재성 金在成,600000.0,15000.0,30,180,70,1474.0,Pohang Steelers,167,South Korea
4913,165903,Choi Hyo Jin,Choi Hyo Jin,최효진 崔孝镇,500000.0,15000.0,30,172,70,982.0,FC Seoul,167,South Korea
4914,166838,M. Pugh,M. Pugh,Marc Pugh,725000.0,10000.0,27,180,72,1943.0,AFC Bournemouth,14,England
4916,167329,M. Cejas,M. Cejas,Mauro Emiliano Cejas,750000.0,10000.0,28,172,66,110144.0,Santos Laguna,52,Argentina
4917,167437,D. Stroh-Engel,D. Stroh-Engel,Dominik Stroh-Engel,750000.0,10000.0,28,197,91,110502.0,SV Darmstadt 98,21,Germany
4918,167497,D. Avdić,D. Avdić,Denni Robin Avdić,825000.0,10000.0,25,190,80,100634.0,Heracles Almelo,46,Sweden
4919,167532,A. Aldrete,A. Aldrete,Adrián Alexei Aldrete Rodríguez,700000.0,10000.0,26,177,74,110144.0,Santos Laguna,83,Mexico
4920,167610,A. Gorbanets,A. Gorbanets,Andrey Gorbanets,675000.0,10000.0,28,180,72,111264.0,FC Ural Yekaterinburg,40,Russia
4921,167653,M. Troest,M. Troest,Magnus Troest,650000.0,6000.0,27,188,85,112020.0,SS Virtus Lanciano,13,Denmark
4922,167933,Y. Cahuzac,Y. Cahuzac,Yannick Cahuzac,525000.0,8000.0,29,178,70,58.0,SC Bastia,18,France
4923,168379,Carmona,Carmona,Carlos Carmona Bonet,775000.0,10000.0,26,177,73,459.0,Real Sporting de Gijón,45,Spain
4924,169069,J. Martins Pereira,J. Martins Pereira,Jonathan Martins Pereira,600000.0,10000.0,28,182,78,294.0,ESTAC Troyes,18,France
4925,169112,L. Martin,L. Martin,Lee Robert Martin,725000.0,10000.0,27,180,80,97.0,Millwall,14,England
4927,169415,E. Hernández,E. Hernández,Edgar Adolfo Hernández Tellez,625000.0,8000.0,31,184,79,110150.0,Gallos Blancos de Querétaro,83,Mexico
